frame	crossing_weapon	top_r0	ui_r2	ui_r3	backup_r2	backup_r3	flag
6832	0	08	00	00	00	00	00
6833	0	08	00	00	00	00	00
6834	0	08	00	00	00	00	00
6835	0	08	00	00	00	00	00
6836	0	08	00	00	00	00	00
6837	0	08	00	00	00	00	00
6838	0	08	00	00	00	00	00
6839	0	08	00	00	00	00	00
6840	0	08	00	00	00	00	00
6841	0	08	00	00	00	00	00
6842	0	08	00	00	00	00	00
6843	0	08	00	00	00	00	00
6844	0	08	00	00	00	00	00
6845	0	08	00	00	00	00	00
6846	0	08	00	00	00	00	00
6847	0	08	00	00	00	00	00
6848	0	08	00	00	00	00	00
6849	0	08	00	00	00	00	00
6850	0	08	00	00	00	00	00
6851	0	08	00	00	00	00	00
6852	0	08	00	00	00	00	00
6853	0	08	00	00	00	00	00
6854	0	08	00	00	00	00	00
6855	0	08	00	00	00	00	00
6856	0	08	00	00	00	00	00
6857	0	08	00	00	00	00	00
6858	0	08	00	00	00	00	00
6859	0	08	00	00	00	00	00
6860	0	08	00	00	00	00	00
6861	0	08	00	00	00	00	00
6862	0	08	00	00	00	00	00
6863	0	08	00	00	00	00	00
6864	0	08	00	00	00	00	00
6865	0	08	00	00	00	00	00
6866	0	08	00	00	00	00	00
6867	0	08	00	00	00	00	00
6868	0	08	00	00	00	00	00
6869	0	08	00	00	00	00	00
6870	0	08	00	00	00	00	00
6871	0	08	00	00	00	00	00
6872	0	08	00	00	00	00	00
6873	0	08	00	00	00	00	00
6874	0	08	00	00	00	00	00
6875	0	08	00	00	00	00	00
6876	0	08	00	00	00	00	00
6877	0	08	00	00	00	00	00
6878	0	08	00	00	00	00	00
6879	0	08	00	00	00	00	00
6880	0	08	00	00	00	00	00
6881	0	08	00	00	00	00	00
6882	0	08	00	00	00	00	00
6883	0	08	00	00	00	00	00
6884	0	08	00	00	00	00	00
6885	0	08	00	00	00	00	00
6886	0	08	00	00	00	00	00
6887	0	08	00	00	00	00	00
6888	0	08	00	00	00	00	00
6889	0	08	00	00	00	00	00
6890	0	08	00	00	00	00	00
6891	0	08	00	00	00	00	00
6892	0	08	00	00	00	00	00
6893	0	08	00	00	00	00	00
6894	0	08	00	00	00	00	00
6895	0	08	00	00	00	00	00
6896	0	08	00	00	00	00	00
6897	0	08	00	00	00	00	00
6898	0	08	00	00	00	00	00
6899	0	08	00	00	00	00	00
6900	0	08	00	00	00	00	00
6901	0	08	00	00	00	00	00
6902	0	08	00	00	00	00	00
6903	0	08	00	00	00	00	00
6904	0	08	00	00	00	00	00
6905	0	08	00	00	00	00	00
6906	0	08	00	00	00	00	00
6907	0	08	00	00	00	00	00
6908	0	08	00	00	00	00	00
6909	0	08	00	00	00	00	00
6910	0	08	00	00	00	00	00
6911	0	08	00	00	00	00	00
6912	0	08	00	00	00	00	00
6913	0	08	00	00	00	00	00
6914	0	08	00	00	00	00	00
6915	0	08	00	00	00	00	00
6916	0	08	00	00	00	00	00
6917	0	08	00	00	00	00	00
6918	0	08	00	00	00	00	00
6919	0	08	00	00	00	00	00
6920	0	08	00	00	00	00	00
6921	0	08	00	00	00	00	00
6922	0	08	00	00	00	00	00
6923	0	08	00	00	00	00	00
6924	0	08	00	00	00	00	00
6925	0	08	00	00	00	00	00
6926	0	08	00	00	00	00	00
6927	0	08	00	00	00	00	00
6928	0	08	00	00	00	00	00
6929	0	08	00	00	00	00	00
6930	0	08	00	00	00	00	00
6931	0	08	00	00	00	00	00
6932	0	08	00	00	00	00	00
6933	0	08	00	00	00	00	00
6934	0	08	00	00	00	00	00
6935	0	08	00	00	00	00	00
6936	0	08	00	00	00	00	00
6937	0	08	00	00	00	00	00
6938	0	08	00	00	00	00	00
6939	0	08	00	00	00	00	00
6940	0	08	00	00	00	00	00
6941	0	08	00	00	00	00	00
6942	0	08	00	00	00	00	00
6943	0	08	00	00	00	00	00
6944	0	08	00	00	00	00	00
6945	0	08	00	00	00	00	00
6946	0	08	00	00	00	00	00
6947	0	08	00	00	00	00	00
6948	0	08	00	00	00	00	00
6949	0	08	00	00	00	00	00
6950	0	08	00	00	00	00	00
6951	0	08	00	00	00	00	00
6952	0	08	00	00	00	00	00
6953	0	08	00	00	00	00	00
6954	0	08	00	00	00	00	00
6955	0	08	00	00	00	00	00
6956	0	08	00	00	00	00	00
6957	0	08	00	00	00	00	00
6958	0	08	00	00	00	00	00
6959	0	08	00	00	00	00	00
6960	0	08	00	00	00	00	00
6961	0	08	00	00	00	00	00
6962	0	08	00	00	00	00	00
6963	0	08	00	00	00	00	00
6964	0	08	00	00	00	00	00
6965	0	08	00	00	00	00	00
6966	0	08	00	00	00	00	00
6967	0	08	00	00	00	00	00
6968	0	08	00	00	00	00	00
6969	0	08	00	00	00	00	00
6970	0	08	00	00	00	00	00
6971	0	08	00	00	00	00	00
6972	0	08	00	00	00	00	00
6973	0	08	00	00	00	00	00
6974	0	08	00	00	00	00	00
6975	0	08	00	00	00	00	00
6976	0	08	00	00	00	00	00
6977	0	08	00	00	00	00	00
6978	0	08	00	00	00	00	00
6979	0	08	00	00	00	00	00
6980	0	08	00	00	00	00	00
6981	0	08	00	00	00	00	00
6982	0	08	00	00	00	00	00
6983	0	08	00	00	00	00	00
6984	0	08	00	00	00	00	00
6985	0	08	00	00	00	00	00
6986	0	08	00	00	00	00	00
6987	0	08	00	00	00	00	00
6988	0	08	00	00	00	00	00
6989	0	08	00	00	00	00	00
6990	0	08	00	00	00	00	00
6991	0	08	00	00	00	00	00
6992	0	08	00	00	00	00	00
6993	0	08	00	00	00	00	00
6994	0	08	00	00	00	00	00
6995	0	08	00	00	00	00	00
6996	0	08	00	00	00	00	00
6997	0	08	00	00	00	00	00
6998	0	08	00	00	00	00	00
6999	0	08	00	00	00	00	00
7000	0	08	00	00	00	00	00
7001	0	08	00	00	00	00	00
7002	0	08	00	00	00	00	00
7003	0	08	00	00	00	00	00
7004	0	08	00	00	00	00	00
7005	0	08	00	00	00	00	00
7006	0	08	00	00	00	00	00
7007	0	08	00	00	00	00	00
7008	0	08	00	00	00	00	00
7009	0	08	00	00	00	00	00
7010	0	08	00	00	00	00	00
7011	0	08	00	00	00	00	00
7012	0	08	00	00	00	00	00
7013	0	08	00	00	00	00	00
7014	0	08	00	00	00	00	00
7015	0	08	00	00	00	00	00
7016	0	08	00	00	00	00	00
7017	0	08	00	00	00	00	00
7018	0	08	00	00	00	00	00
7019	0	08	00	00	00	00	00
7020	0	08	00	00	00	00	00
7021	0	08	00	00	00	00	00
7022	0	08	00	00	00	00	00
7023	0	08	00	00	00	00	00
7024	0	08	00	00	00	00	00
7025	0	08	00	00	00	00	00
7026	0	08	00	00	00	00	00
7027	0	08	00	00	00	00	00
7028	0	08	00	00	00	00	00
7029	0	08	00	00	00	00	00
7030	0	08	00	00	00	00	00
7031	0	08	00	00	00	00	00
7032	0	08	00	00	00	00	00
7033	0	08	00	00	00	00	00
7034	0	08	00	00	00	00	00
7035	0	08	00	00	00	00	00
7036	0	08	00	00	00	00	00
7037	0	08	00	00	00	00	00
7038	0	08	00	00	00	00	00
7039	0	08	00	00	00	00	00
7040	0	08	00	00	00	00	00
7041	0	08	00	00	00	00	00
7042	0	08	00	00	00	00	00
7043	0	08	00	00	00	00	00
7044	0	08	00	00	00	00	00
7045	0	08	00	00	00	00	00
7046	0	08	00	00	00	00	00
7047	0	08	00	00	00	00	00
7048	0	08	00	00	00	00	00
7049	0	08	00	00	00	00	00
7050	0	08	00	00	00	00	00
7051	0	08	00	00	00	00	00
7052	0	08	00	00	00	00	00
7053	0	08	00	00	00	00	00
7054	0	08	00	00	00	00	00
7055	0	08	00	00	00	00	00
7056	0	08	00	00	00	00	00
7057	0	08	00	00	00	00	00
7058	0	08	00	00	00	00	00
7059	0	08	00	00	00	00	00
7060	0	08	00	00	00	00	00
7061	0	08	00	00	00	00	00
7062	0	08	00	00	00	00	00
7063	0	08	00	00	00	00	00
7064	0	08	00	00	00	00	00
7065	0	08	00	00	00	00	00
7066	0	08	00	00	00	00	00
7067	0	08	00	00	00	00	00
7068	0	08	00	00	00	00	00
7069	0	08	00	00	00	00	00
7070	0	08	00	00	00	00	00
7071	0	08	00	00	00	00	00
7072	0	08	00	00	00	00	00
7073	0	08	00	00	00	00	00
7074	0	08	00	00	00	00	00
7075	0	08	00	00	00	00	00
7076	0	08	00	00	00	00	00
7077	0	08	00	00	00	00	00
7078	0	08	00	00	00	00	00
7079	0	08	00	00	00	00	00
7080	0	08	00	00	00	00	00
7081	0	08	00	00	00	00	00
7082	0	08	00	00	00	00	00
7083	0	08	00	00	00	00	00
7084	0	08	00	00	00	00	00
7085	0	08	00	00	00	00	00
7086	0	08	00	00	00	00	00
7087	0	08	00	00	00	00	00
7088	0	08	00	00	00	00	00
7089	0	08	00	00	00	00	00
7090	0	08	00	00	00	00	00
7091	0	08	00	00	00	00	00
7092	0	08	00	00	00	00	00
7093	0	08	00	00	00	00	00
7094	0	08	00	00	00	00	00
7095	0	08	00	00	00	00	00
7096	0	08	00	00	00	00	00
7097	0	08	00	00	00	00	00
7098	0	08	00	00	00	00	00
7099	0	08	00	00	00	00	00
7100	0	08	00	00	00	00	00
7101	0	08	00	00	00	00	00
7102	0	08	00	00	00	00	00
7103	0	08	00	00	00	00	00
7104	0	08	00	00	00	00	00
7105	0	08	00	00	00	00	00
7106	0	08	00	00	00	00	00
7107	0	08	00	00	00	00	00
7108	0	08	00	00	00	00	00
7109	0	08	00	00	00	00	00
7110	0	08	00	00	00	00	00
7111	0	08	00	00	00	00	00
7112	0	08	00	00	00	00	00
7113	0	08	00	00	00	00	00
7114	0	08	00	00	00	00	00
7115	0	08	00	00	00	00	00
7116	0	08	00	00	00	00	00
7117	0	08	00	00	00	00	00
7118	0	08	00	00	00	00	00
7119	0	08	00	00	00	00	00
7120	0	08	00	00	00	00	00
7121	0	08	00	00	00	00	00
7122	0	08	00	00	00	00	00
7123	0	08	00	00	00	00	00
7124	0	08	00	00	00	00	00
7125	0	08	00	00	00	00	00
7126	0	08	00	00	00	00	00
7127	0	08	00	00	00	00	00
7128	0	08	00	00	00	00	00
7129	0	08	00	00	00	00	00
7130	0	08	00	00	00	00	00
7131	0	08	00	00	00	00	00
7132	0	08	00	00	00	00	00
7133	0	08	00	00	00	00	00
7134	0	08	00	00	00	00	00
7135	0	08	00	00	00	00	00
7136	0	08	00	00	00	00	00
7137	0	08	00	00	00	00	00
7138	0	08	00	00	00	00	00
7139	0	08	00	00	00	00	00
7140	0	08	00	00	00	00	00
7141	0	08	00	00	00	00	00
7142	0	08	00	00	00	00	00
7143	0	08	00	00	00	00	00
7144	0	08	00	00	00	00	00
7145	0	08	00	00	00	00	00
7146	0	08	00	00	00	00	00
7147	0	08	00	00	00	00	00
7148	0	08	00	00	00	00	00
7149	0	08	00	00	00	00	00
7150	0	08	00	00	00	00	00
7151	0	08	00	00	00	00	00
7152	0	08	00	00	00	00	00
7153	0	08	00	00	00	00	00
7154	0	08	00	00	00	00	00
7155	0	08	00	00	00	00	00
7156	0	08	00	00	00	00	00
7157	0	08	00	00	00	00	00
7158	0	08	00	00	00	00	00
7159	0	08	00	00	00	00	00
7160	0	08	00	00	00	00	00
7161	0	08	00	00	00	00	00
7162	0	08	00	00	00	00	00
7163	0	08	00	00	00	00	00
7164	0	08	00	00	00	00	00
7165	0	08	00	00	00	00	00
7166	0	08	00	00	00	00	00
7167	0	08	00	00	00	00	00
7168	0	08	00	00	00	00	00
7169	0	08	00	00	00	00	00
7170	0	08	00	00	00	00	00
7171	0	08	00	00	00	00	00
7172	0	08	00	00	00	00	00
7173	0	08	00	00	00	00	00
7174	0	08	00	00	00	00	00
7175	0	08	00	00	00	00	00
7176	0	08	00	00	00	00	00
7177	0	08	00	00	00	00	00
7178	0	08	00	00	00	00	00
7179	0	08	00	00	00	00	00
7180	0	08	00	00	00	00	00
7181	0	08	00	00	00	00	00
7182	0	08	00	00	00	00	00
7183	0	08	00	00	00	00	00
7184	0	08	00	00	00	00	00
7185	0	08	00	00	00	00	00
7186	0	08	00	00	00	00	00
7187	0	08	00	00	00	00	00
7188	0	08	00	00	00	00	00
7189	0	08	00	00	00	00	00
7190	0	08	00	00	00	00	00
7191	0	08	00	00	00	00	00
7192	0	08	00	00	00	00	00
7193	0	08	00	00	00	00	00
7194	0	08	00	00	00	00	00
7195	0	08	00	00	00	00	00
7196	0	08	00	00	00	00	00
7197	0	08	00	00	00	00	00
7198	0	08	00	00	00	00	00
7199	0	08	00	00	00	00	00
7200	0	08	00	00	00	00	00
7201	0	08	00	00	00	00	00
7202	0	08	00	00	00	00	00
7203	0	08	00	00	00	00	00
7204	0	08	00	00	00	00	00
7205	0	08	00	00	00	00	00
7206	0	08	00	00	00	00	00
7207	0	08	00	00	00	00	00
7208	0	08	00	00	00	00	00
7209	0	08	00	00	00	00	00
7210	0	08	00	00	00	00	00
7211	0	08	00	00	00	00	00
7212	0	08	00	00	00	00	00
7213	0	08	00	00	00	00	00
7214	0	08	00	00	00	00	00
7215	0	08	00	00	00	00	00
7216	0	08	00	00	00	00	00
7217	0	08	00	00	00	00	00
7218	0	08	00	00	00	00	00
7219	0	08	00	00	00	00	00
7220	0	08	00	00	00	00	00
7221	0	08	00	00	00	00	00
7222	0	08	00	00	00	00	00
7223	0	08	00	00	00	00	00
7224	0	08	00	00	00	00	00
7225	0	08	00	00	00	00	00
7226	0	08	00	00	00	00	00
7227	0	08	00	00	00	00	00
7228	0	08	00	00	00	00	00
7229	0	08	00	00	00	00	00
7230	0	08	00	00	00	00	00
7231	0	08	00	00	00	00	00
7232	0	08	00	00	00	00	00
7233	0	08	00	00	00	00	00
7234	0	08	00	00	00	00	00
7235	0	08	00	00	00	00	00
7236	0	08	00	00	00	00	00
7237	0	08	00	00	00	00	00
7238	0	08	00	00	00	00	00
7239	0	08	00	00	00	00	00
7240	0	08	00	00	00	00	00
7241	0	08	00	00	00	00	00
7242	0	08	00	00	00	00	00
7243	0	08	00	00	00	00	00
7244	0	08	00	00	00	00	00
7245	0	08	00	00	00	00	00
7246	0	08	00	00	00	00	00
7247	0	08	00	00	00	00	00
7248	0	08	00	00	00	00	00
7249	0	08	00	00	00	00	00
7250	0	08	00	00	00	00	00
7251	0	08	00	00	00	00	00
7252	0	08	00	00	00	00	00
7253	0	08	00	00	00	00	00
7254	0	08	00	00	00	00	00
7255	0	08	00	00	00	00	00
7256	0	08	00	00	00	00	00
7257	0	08	00	00	00	00	00
7258	0	08	00	00	00	00	00
7259	0	08	00	00	00	00	00
7260	0	08	00	00	00	00	00
7261	0	08	00	00	00	00	00
7262	0	08	00	00	00	00	00
7263	0	08	00	00	00	00	00
7264	0	08	00	00	00	00	00
7265	0	08	00	00	00	00	00
7266	0	08	00	00	00	00	00
7267	0	08	00	00	00	00	00
7268	0	08	00	00	00	00	00
7269	0	08	00	00	00	00	00
7270	0	08	00	00	00	00	00
7271	0	08	00	00	00	00	00
7272	0	08	00	00	00	00	00
7273	0	08	00	00	00	00	00
7274	0	08	00	00	00	00	00
7275	0	08	00	00	00	00	00
7276	0	08	00	00	00	00	00
7277	0	08	00	00	00	00	00
7278	0	08	00	00	00	00	00
7279	0	08	00	00	00	00	00
7280	0	08	00	00	00	00	00
7281	0	08	00	00	00	00	00
7282	0	08	00	00	00	00	00
7283	0	08	00	00	00	00	00
7284	0	08	00	00	00	00	00
7285	0	08	00	00	00	00	00
7286	0	08	00	00	00	00	00
7287	0	08	00	00	00	00	00
7288	0	08	00	00	00	00	00
7289	0	08	00	00	00	00	00
7290	0	08	00	00	00	00	00
7291	0	08	00	00	00	00	00
7292	0	08	00	00	00	00	00
7293	0	08	00	00	00	00	00
7294	0	08	00	00	00	00	00
7295	0	08	00	00	00	00	00
7296	0	08	00	00	00	00	00
7297	0	08	00	00	00	00	00
7298	0	08	00	00	00	00	00
7299	0	08	00	00	00	00	00
7300	0	08	00	00	00	00	00
7301	0	08	00	00	00	00	00
7302	0	08	00	00	00	00	00
7303	0	08	00	00	00	00	00
7304	0	08	00	00	00	00	00
7305	0	08	00	00	00	00	00
7306	0	08	00	00	00	00	00
7307	0	08	00	00	00	00	00
7308	0	08	00	00	00	00	00
7309	0	08	00	00	00	00	00
7310	0	08	00	00	00	00	00
7311	0	08	00	00	00	00	00
7312	0	08	00	00	00	00	00
7313	0	08	00	00	00	00	00
7314	0	08	00	00	00	00	00
7315	0	08	00	00	00	00	00
7316	0	08	00	00	00	00	00
7317	0	08	00	00	00	00	00
7318	0	08	00	00	00	00	00
7319	0	08	00	00	00	00	00
7320	0	08	00	00	00	00	00
7321	0	08	00	00	00	00	00
7322	0	08	00	00	00	00	00
7323	0	08	00	00	00	00	00
7324	0	08	00	00	00	00	00
7325	0	08	00	00	00	00	00
7326	0	08	00	00	00	00	00
7327	0	08	00	00	00	00	00
7328	0	08	00	00	00	00	00
7329	0	08	00	00	00	00	00
7330	0	08	00	00	00	00	00
7331	0	08	00	00	00	00	00
7332	0	08	00	00	00	00	00
7333	0	08	00	00	00	00	00
7334	0	08	00	00	00	00	00
7335	0	08	00	00	00	00	00
7336	0	08	00	00	00	00	00
7337	0	08	00	00	00	00	00
7338	0	08	00	00	00	00	00
7339	0	08	00	00	00	00	00
7340	0	08	00	00	00	00	00
7341	0	08	00	00	00	00	00
7342	0	08	00	00	00	00	00
7343	0	08	00	00	00	00	00
7344	0	08	00	00	00	00	00
7345	0	08	00	00	00	00	00
7346	0	08	00	00	00	00	00
7347	0	08	00	00	00	00	00
7348	0	08	00	00	00	00	00
7349	0	08	00	00	00	00	00
7350	0	08	00	00	00	00	00
7351	0	08	00	00	00	00	00
7352	0	08	00	00	00	00	00
7353	0	08	00	00	00	00	00
7354	0	08	00	00	00	00	00
7355	0	08	00	00	00	00	00
7356	0	08	00	00	00	00	00
7357	0	08	00	00	00	00	00
7358	0	08	00	00	00	00	00
7359	0	08	00	00	00	00	00
7360	0	08	00	00	00	00	00
7361	0	08	00	00	00	00	00
7362	0	08	00	00	00	00	00
7363	0	08	00	00	00	00	00
7364	0	08	00	00	00	00	00
7365	0	08	00	00	00	00	00
7366	0	08	00	00	00	00	00
7367	0	08	00	00	00	00	00
7368	0	08	00	00	00	00	00
7369	0	08	00	00	00	00	00
7370	0	08	00	00	00	00	00
7371	0	08	00	00	00	00	00
7372	0	08	00	00	00	00	00
7373	0	08	00	00	00	00	00
7374	0	08	00	00	00	00	00
7375	0	08	00	00	00	00	00
7376	0	08	00	00	00	00	00
7377	0	08	00	00	00	00	00
7378	0	08	00	00	00	00	00
7379	0	08	00	00	00	00	00
7380	0	08	00	00	00	00	00
7381	0	08	00	00	00	00	00
7382	0	08	00	00	00	00	00
7383	0	08	00	00	00	00	00
7384	0	08	00	00	00	00	00
7385	0	08	00	00	00	00	00
7386	0	08	00	00	00	00	00
7387	0	08	00	00	00	00	00
7388	0	08	00	00	00	00	00
7389	0	08	00	00	00	00	00
7390	0	08	00	00	00	00	00
7391	0	08	00	00	00	00	00
7392	0	08	00	00	00	00	00
7393	0	08	00	00	00	00	00
7394	0	08	00	00	00	00	00
7395	0	08	00	00	00	00	00
7396	0	08	00	00	00	00	00
7397	0	08	00	00	00	00	00
7398	0	08	00	00	00	00	00
7399	0	08	00	00	00	00	00
7400	0	08	00	00	00	00	00
