1	08	0A	88	44	0
2	08	0A	88	44	0
3	08	0A	88	44	0
4	08	0A	88	44	0
5	08	0A	88	44	0
6	08	0A	88	44	0
7	08	0A	88	44	0
8	08	0A	88	44	0
9	08	0A	88	44	0
10	08	0A	88	44	0
11	08	0A	88	44	0
12	08	0A	88	44	0
13	08	0A	88	44	0
14	08	0A	88	44	0
15	08	0A	88	44	0
16	08	0A	88	44	0
17	08	0A	88	44	0
18	08	0A	88	44	0
19	08	0A	88	44	0
20	08	0A	88	44	0
21	08	0A	88	44	0
22	08	0A	88	44	0
23	08	0A	88	44	0
24	08	0A	88	44	0
25	08	0A	88	44	0
26	08	0A	88	44	0
27	08	0A	88	44	0
28	08	0A	88	44	0
29	08	0A	88	44	0
30	08	0A	88	44	0
